7.204035E+03 1.527688E-02 8.284138E-02 4.519024E-01 4.610243E-01 -8.034424E-13 4.400268E-10 1.419018E+03 3.251062E+03 3.249852E+03 9.273872E-01 6.851194E-04 3.195683E+01 2.544592E+03 2.153926E+00 3.042376E-01 5.733486E+03 1.555440E+04 9.112917E-04 9.997621E-01 -7.831766E-04 1.751165E-02 -1.294490E-02 1.520237E-04 2.055669E+03 1.441008E+03 3.203407E+03 9.636278E+03 1.801486E+03 -3.204901E+03 4.354516E+03 -5.912150E+01 1000022 3sigma -1.428571E-01 -5.714286E-01 -2.857143E-01 1.428571E-01
6.813462E+03 1.740915E-02 1.187144E-01 2.819773E-01 4.834804E-01 -5.297234E-13 9.606797E-10 9.926819E+02 -1.003762E+03 9.951132E+02 0.000000E+00 5.424537E-02 3.245769E+01 2.203327E+03 2.599707E+01 8.240495E-02 1.197323E+03 1.680653E+04 8.159466E-04 2.577552E-02 -1.503971E-01 7.019149E-01 -6.957138E-01 -3.668578E-03 2.152549E+03 2.257398E+03 1.296677E+03 9.345652E+03 4.143759E+02 -3.026312E+03 5.271951E+03 -2.853034E+02 1000022 3sigma -3.333333E-01 -6.666667E-01 0.000000E+00 3.333333E-01
6.299864E+03 1.505098E-02 5.443361E-02 4.080941E-01 4.714897E-01 -1.077944E-12 7.365571E-10 4.558807E+02 1.681991E+03 4.560103E+02 0.000000E+00 0.000000E+00 3.154881E+01 3.057367E+03 9.551537E+00 2.408660E-01 8.512087E+03 1.337553E+04 2.237356E-04 -1.410933E-05 9.994096E-01 -3.422255E-02 -3.030426E-03 3.186348E-05 2.760621E+03 1.691315E+03 -4.158692E+02 3.875622E+03 2.110563E+03 -2.638551E+03 8.103340E+03 -8.018170E+01 1000022 3sigma 3.333333E-01 1.666667E-01 1.666667E-01 3.333333E-01
7.875719E+03 1.742360E-02 4.180390E-02 4.453080E-01 4.716599E-01 -6.679858E-13 1.129891E-09 7.576544E+02 -7.771562E+02 7.590685E+02 0.000000E+00 6.566155E-02 3.292229E+01 2.015156E+03 1.722690E+01 6.442556E-02 1.314632E+04 1.661848E+04 4.470533E-04 -1.363641E-02 -3.195898E-01 6.774034E-01 -6.624095E-01 -3.812509E-03 1.976855E+03 -1.492137E+03 8.723059E+02 9.147881E+03 -8.273116E+02 2.366987E+03 -5.144933E+03 4.030300E+01 1000022 3sigma -3.333333E-01 -1.111111E-01 -1.111111E-01 -3.333333E-01
5.058067E+03 1.469983E-02 2.054332E-01 2.656048E-01 5.012189E-01 -2.060117E-13 1.287903E-09 1.713450E+03 1.713896E+03 1.714518E+03 0.000000E+00 2.520549E-02 3.233808E+01 2.661843E+03 3.429558E+01 1.785679E-01 8.086221E+02 1.337948E+04 2.509156E-03 -1.144276E-01 -1.149228E-02 -7.030286E-01 -7.017751E-01 -5.526312E-03 2.663243E+03 -1.992375E+03 2.821199E+03 7.271651E+03 2.782720E+02 1.887456E+03 -8.119648E+03 -1.687672E+02 1000022 3sigma -2.500000E-01 6.250000E-01 6.250000E-01 -2.500000E-01
6.465236E+03 1.465183E-02 5.595110E-02 4.794496E-01 4.650649E-01 -8.214394E-13 1.392978E-09 8.123940E+02 -3.025016E+03 3.024986E+03 1.283566E-01 0.000000E+00 3.210355E+01 3.763516E+03 2.105601E+01 3.659564E-01 9.836047E+03 1.389728E+04 3.375475E-04 -9.999068E-01 -8.896038E-05 -1.316787E-02 3.545948E-03 5.144325E-04 1.661776E+03 8.178036E+02 -2.901810E+03 6.243598E+03 5.924007E+02 -5.211912E+03 6.958416E+03 1.547324E+02 1000022 2sigma 4.285714E-01 2.857143E-01 0.000000E+00 1.428571E-01
6.050331E+03 1.695989E-02 1.178376E-01 3.437600E-01 4.529199E-01 -3.772227E-13 2.238636E-09 2.440736E+02 -1.445103E+03 2.442493E+02 0.000000E+00 0.000000E+00 3.442787E+01 3.054300E+03 1.139419E+01 2.808648E-01 1.146262E+04 1.332133E+04 -2.268953E-04 1.020786E-04 9.995833E-01 -2.886604E-02 4.129479E-05 5.685854E-06 1.212281E+03 -1.455757E+03 -2.160705E+02 5.700016E+03 4.037959E+02 1.078588E+03 -6.053333E+03 2.182407E+01 1000022 2sigma -1.428571E-01 1.428571E-01 -4.285714E-01 -7.142857E-01
5.436749E+03 1.737360E-02 3.007775E-01 1.794511E-01 4.731534E-01 -1.729286E-12 1.806187E-09 1.939605E+03 -3.414326E+03 3.414779E+03 9.596857E-01 0.000000E+00 3.339773E+01 1.748561E+03 7.064989E+00 2.929247E-01 2.907857E+02 1.632658E+04 8.023503E-05 9.996969E-01 2.052870E-04 2.056638E-02 -1.351243E-02 -6.486999E-04 1.845003E+03 1.961752E+03 -4.222265E+03 6.100515E+03 5.910514E+02 -5.374819E+03 5.297245E+03 1.006249E+02 1000012 3sigma 6.000000E-01 -6.000000E-01 -1.000000E+00 2.000000E-01
6.900741E+03 1.848536E-02 1.658932E-01 2.709387E-01 4.561528E-01 -1.261250E-13 1.303699E-09 3.444092E+02 1.278846E+03 3.445770E+02 0.000000E+00 0.000000E+00 3.309784E+01 3.430107E+03 4.050972E+01 2.039797E-01 7.079114E+03 1.689945E+04 1.576389E-04 -2.797925E-04 9.994676E-01 -3.220687E-02 5.199406E-03 6.277454E-05 2.444834E+03 1.292642E+03 3.130388E+02 9.909175E+03 1.259064E+03 -9.994263E+02 8.312772E+03 -1.878515E+02 1000022 3sigma -2.222222E-01 -1.111111E-01 7.777778E-01 6.666667E-01
5.361502E+03 1.869646E-02 1.637073E-01 2.674210E-01 4.557722E-01 -6.736293E-13 1.506294E-09 3.915161E+02 1.358594E+03 1.358348E+03 7.151515E-01 0.000000E+00 3.397794E+01 1.917687E+03 8.302712E+00 1.728402E-01 5.783919E+03 1.313859E+04 -2.465981E-03 9.996103E-01 1.517434E-05 2.759108E-02 3.411055E-03 5.858334E-04 1.249576E+03 -3.945201E+02 1.302466E+03 7.255084E+03 -1.207937E+03 5.580765E+03 -3.799817E+03 -1.734576E+01 1000022 2sigma 2.222222E-01 1.111111E-01 -7.777778E-01 -6.666667E-01
6.476783E+03 1.569503E-02 5.238246E-02 3.930143E-01 4.724746E-01 -4.006448E-13 1.347391E-09 1.184127E+03 -1.977384E+03 1.977920E+03 9.838264E-01 4.623751E-02 3.315524E+01 3.945862E+03 4.707468E+01 2.028802E-01 2.331109E+03 1.369067E+04 1.408206E-03 -9.991404E-01 -4.614848E-04 -3.531353E-02 2.163187E-02 1.090159E-03 2.160471E+03 1.193325E+03 -2.576871E+03 4.960299E+03 1.547153E+03 -1.214806E+03 8.149257E+03 3.512589E+02 1000022 3sigma -3.333333E-01 -1.666667E-01 -1.666667E-01 -3.333333E-01
5.452053E+03 1.837193E-02 2.026753E-01 2.613210E-01 4.466046E-01 -1.093283E-13 1.293351E-09 3.778477E+02 1.259113E+03 1.258408E+03 9.577839E-01 0.000000E+00 3.414963E+01 3.357395E+03 2.720690E+01 3.268227E-01 1.197490E+04 1.362205E+04 3.796399E-04 9.998976E-01 -2.348982E-04 1.411138E-02 -2.207790E-03 -7.829505E-04 2.013112E+03 3.824234E+02 1.176220E+03 9.343267E+03 8.212174E+02 -1.208815E+03 8.328900E+03 -2.811387E+02 1000022 3sigma 1.111111E-01 -4.444444E-01 4.444444E-01 1.000000E+00
5.867598E+03 1.500233E-02 1.220920E-01 3.854959E-01 4.822574E-01 -2.493986E-13 4.328766E-09 6.242102E+02 -8.754785E+02 8.753461E+02 1.758050E-01 0.000000E+00 3.159883E+01 2.301288E+03 8.663539E+00 2.715577E-01 2.824179E+03 1.385442E+04 1.869716E-04 -9.998566E-01 -4.438634E-05 -1.680901E-02 -2.051229E-03 1.075372E-04 8.502675E+02 -6.281837E+02 -8.135704E+02 6.530325E+03 1.314543E+03 1.339792E+03 -5.144893E+03 3.219797E+01 1000022 3sigma 6.250000E-01 0.000000E+00 -2.500000E-01 3.750000E-01
7.403426E+03 1.759372E-02 1.145476E-01 3.341412E-01 4.548066E-01 -7.931820E-13 1.707081E-09 8.032511E+02 -2.784063E+03 2.784483E+03 9.584310E-01 2.335160E-02 3.384847E+01 2.639628E+03 1.928849E+01 2.396861E-01 1.250998E+04 1.619588E+04 1.750662E-03 -9.998267E-01 -1.277289E-04 -1.755849E-02 5.879617E-03 8.123991E-04 1.113342E+03 8.133230E+02 -3.361135E+03 8.196159E+03 1.103734E+03 -4.620440E+03 6.342960E+03 1.799320E+02 1000022 2sigma 1.428571E-01 -1.428571E-01 -7.142857E-01 -4.285714E-01
