5.436749E+03 1.737360E-02 3.007775E-01 1.794511E-01 4.731534E-01 -1.729286E-12 1.806187E-09 1.939605E+03 -3.414326E+03 3.414779E+03 9.596857E-01 0.000000E+00 3.339773E+01 1.748561E+03 7.064989E+00 2.929247E-01 2.907857E+02 1.632658E+04 8.023503E-05 9.996969E-01 2.052870E-04 2.056638E-02 -1.351243E-02 -6.486999E-04 1.845003E+03 1.961752E+03 -4.222265E+03 6.100515E+03 5.910514E+02 -5.374819E+03 5.297245E+03 1.006249E+02 1000012 7.108131E-01 6.651343E-05 1.738786E-11 4.558936E-11 2.429065E-29 3sigma 01 0018 1.695096E+00 4.070222E+03 -4.909848E+03 3.019649E+03 1.221495E+03 7.064989E+00 2.613993E+07 7.374402E+05 2.518129E+07 1.356971E+07 1.792348E+07 1.395026E+07 7.167192E+06 2.557665E+07 1.042335E+07 6.000000E-01 -6.000000E-01 -1.000000E+00 2.000000E-01 3.417835E+03 4.295422E+03 1.049267E-09 -0.000000E+00 -0.000000E+00 -1.000000E+00 -0.000000E+00 -0.000000E+00
5.458098E+03 1.481155E-02 2.055777E-01 2.657989E-01 5.033010E-01 -2.974674E-13 1.805128E-09 7.805293E+02 -2.144369E+03 2.144844E+03 5.347208E-01 1.362178E-02 3.166469E+01 4.936355E+02 6.276784E+00 2.082954E-01 1.515141E+03 1.430769E+04 9.340165E-04 -9.997483E-01 4.481083E-05 -2.189493E-02 -4.811435E-03 1.473052E-05 4.993824E+02 -7.921932E+02 -2.236795E+03 1.354339E+04 -3.789003E+02 3.785569E+03 -5.259779E+03 8.609944E+01 1000012 6.257608E-02 8.634086E-05 1.703135E-04 7.402389E-03 5.576997E-26 2sigma 01 0110 -7.837998E-01 -1.636567E+03 -2.598026E+03 6.945616E+03 -6.963263E+02 6.276784E+00 2.296370E+07 2.914722E+06 1.717198E+07 2.783161E+07 1.646589E+07 1.107219E+05 1.655530E+07 1.799792E+06 2.263095E+07 -2.500000E-01 6.250000E-01 6.250000E-01 -2.500000E-01 2.155321E+03 2.357420E+03 0.000000E+00 0.000000E+00 -1.000000E+00 0.000000E+00 0.000000E+00 1.388466E-09
5.301685E+03 1.481572E-02 2.590820E-01 2.158787E-01 5.103527E-01 -2.817537E-13 1.744534E-09 8.106520E+02 -2.115418E+03 2.115387E+03 3.142898E-04 0.000000E+00 3.174000E+01 4.864562E+02 5.665628E+00 2.345510E-01 1.514235E+03 1.540925E+04 1.546420E-03 -9.998446E-01 -5.415405E-05 -1.737393E-02 -2.543811E-03 1.863419E-04 4.922052E+02 -8.232835E+02 -2.006288E+03 1.518426E+04 -4.090322E+02 3.322505E+03 -5.233270E+03 7.083226E+01 1000012 6.015990E-02 9.763577E-05 1.702809E-04 7.402126E-03 5.806886E-26 2sigma 01 0111 -8.051212E-01 -1.697451E+03 -2.329059E+03 7.833814E+03 -7.307454E+02 5.665628E+00 2.310113E+07 2.983799E+06 1.520234E+07 2.485896E+07 1.627839E+07 1.230672E+05 1.773543E+07 2.055373E+06 2.383032E+07 -3.333333E-01 6.666667E-01 6.666667E-01 -3.333333E-01 2.608108E+03 2.612004E+03 0.000000E+00 0.000000E+00 -1.000000E+00 0.000000E+00 0.000000E+00 9.103009E-10
5.784577E+03 1.723737E-02 1.373705E-01 3.657033E-01 4.723865E-01 -6.196814E-13 5.653839E-10 9.962788E+02 -9.984835E+02 9.971544E+02 0.000000E+00 5.815350E-02 3.138022E+01 9.845756E+02 2.546823E+01 1.020190E-01 1.261038E+04 1.352377E+04 -1.132893E-03 -1.076630E-02 -4.408674E-02 7.070946E-01 -7.056421E-01 -5.059541E-03 2.390498E+03 -2.008077E+03 2.196927E+03 8.201982E+03 -2.523520E+02 4.489198E+03 -6.915691E+03 -6.603875E+01 1000012 2.493062E-01 4.448758E-05 6.947234E-38 7.139984E-38 3.153784E-54 3sigma 01 0141 -9.993716E+00 -4.190023E+03 2.558616E+03 4.094878E+03 -5.278002E+02 2.546823E+01 3.058773E+07 2.165511E+07 3.933717E+06 2.369588E+07 1.405295E+07 2.369132E+07 1.212744E+07 3.187004E+07 9.693891E+05 6.000000E-01 -2.000000E-01 -2.000000E-01 6.000000E-01 -1.990455E+03 2.304881E+03 -0.000000E+00 -0.000000E+00 1.393040E-10 -0.000000E+00 -0.000000E+00 -1.000000E+00
7.472369E+03 1.645178E-02 1.111322E-01 3.509765E-01 4.818583E-01 -5.969840E-13 4.936226E-10 1.598209E+03 -1.628384E+03 1.598971E+03 0.000000E+00 3.322359E-02 3.228635E+01 1.574645E+03 1.555171E+01 1.283856E-01 1.041305E+03 1.771028E+04 -1.051357E-03 7.249137E-03 4.697129E-01 -6.294720E-01 6.189288E-01 2.885093E-03 1.807590E+03 -2.413614E+03 1.640486E+03 5.032698E+03 -1.334276E+03 2.618158E+03 -2.657271E+03 1.232669E+01 1000012 5.558956E-01 6.033997E-07 6.361508E-38 6.464489E-38 3.067161E-54 3sigma 01 0174 -2.705676E+01 -5.090257E+03 1.916132E+03 2.452594E+03 -2.696956E+03 1.555171E+01 1.358352E+07 1.528418E+07 1.098330E+07 2.947441E+07 8.404393E+06 2.785055E+07 5.782445E+06 1.108017E+07 2.479507E+06 -6.250000E-01 0.000000E+00 2.500000E-01 -3.750000E-01 1.739304E+03 1.739502E+03 -0.000000E+00 -0.000000E+00 6.829153E-11 -0.000000E+00 -0.000000E+00 -1.000000E+00
6.204186E+03 1.750645E-02 1.146076E-01 3.343350E-01 4.538082E-01 -4.468031E-13 4.408707E-09 1.726271E+03 1.901170E+03 1.725418E+03 0.000000E+00 0.000000E+00 3.210294E+01 1.363640E+03 4.087963E+01 2.323188E-01 4.435377E+03 1.361134E+04 3.158119E-04 1.651118E-02 -9.942033E-01 8.407427E-02 -6.494720E-02 -6.673875E-04 1.365501E+03 1.922971E+03 1.649801E+03 7.047594E+03 1.787204E+03 -2.015099E+03 8.963461E+03 -5.334708E+02 1000012 3.194173E-01 2.613602E-05 1.702093E-04 7.422742E-03 1.026837E-26 2sigma 01 0190 -8.512149E+00 4.030695E+03 1.923787E+03 3.484949E+03 4.058670E+03 4.087963E+01 2.052938E+07 1.316949E+07 1.693047E+07 2.128967E+07 2.064894E+07 6.091094E+06 2.143354E+07 1.756412E+07 1.584877E+07 1.428571E-01 -1.428571E-01 -7.142857E-01 -4.285714E-01 -2.254149E+03 2.260039E+03 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00 1.246385E-16 6.296851E-11
5.138675E+03 1.736376E-02 2.994528E-01 1.786624E-01 4.719781E-01 -1.569477E-12 1.284978E-09 1.026319E+03 1.427402E+03 1.026363E+03 0.000000E+00 0.000000E+00 3.491492E+01 7.932716E+02 2.620826E+01 1.922821E-01 5.789294E+02 1.551186E+04 -2.521929E-04 3.323234E-04 9.987164E-01 -4.626740E-02 -2.060725E-02 -2.257346E-04 7.966810E+02 1.439271E+03 -9.769383E+02 4.094735E+03 -1.672952E+03 -4.344140E+03 6.144313E+03 7.754378E+01 1000012 1.497775E-01 1.506438E-04 1.701666E-04 7.414803E-03 2.296983E-26 3sigma 01 0199 -1.934941E+01 3.069113E+03 -1.144558E+03 1.963242E+03 -3.553064E+03 2.620826E+01 2.771096E+07 6.366286E+06 8.040926E+06 4.367934E+06 1.652230E+07 4.198918E+06 2.172190E+07 2.094420E+07 1.562943E+07 6.000000E-01 -6.000000E-01 -1.000000E+00 2.000000E-01 2.128837E+03 2.130160E+03 0.000000E+00 0.000000E+00 -1.000000E+00 0.000000E+00 0.000000E+00 3.464109E-10
5.325035E+03 1.719335E-02 1.891640E-01 2.837148E-01 4.501733E-01 -2.776697E-13 1.068206E-09 2.348557E+03 -2.428536E+03 2.348623E+03 0.000000E+00 0.000000E+00 3.356838E+01 2.261241E+03 8.175598E+00 3.381867E-01 8.555805E+02 1.329661E+04 4.491294E-04 4.823944E-04 9.973136E-01 -5.756885E-02 4.528602E-02 2.450513E-04 2.916946E+03 -2.439724E+03 2.303461E+03 2.961741E+03 -3.093870E+02 1.391709E+03 -9.765176E+03 -2.663395E+01 1000012 1.849658E+00 1.451208E-04 5.970692E-11 8.699105E-13 3.121955E-29 3sigma 01 0222 1.368735E+01 -5.164557E+03 2.693256E+03 1.411156E+03 -7.152993E+02 8.175598E+00 2.254676E+07 2.732587E+07 8.842015E+06 2.228711E+07 1.013977E+07 1.756502E+07 1.593734E+06 2.130545E+07 1.739794E+07 -3.333333E-01 0.000000E+00 8.888889E-01 5.555556E-01 -3.173933E+03 3.177103E+03 -1.261220E-10 -0.000000E+00 -0.000000E+00 -1.000000E+00 -0.000000E+00 -0.000000E+00
6.797793E+03 1.748707E-02 1.171520E-01 2.782660E-01 4.813619E-01 -8.888893E-13 6.127933E-10 1.638475E+03 1.689065E+03 1.681857E+03 0.000000E+00 3.467059E-03 3.247322E+01 1.625234E+03 1.083058E+01 1.470338E-01 -4.748887E+02 1.692897E+04 -1.631288E-03 -9.069490E-01 2.498025E-01 -2.475939E-01 2.318118E-01 2.675717E-04 1.625314E+03 1.663655E+03 1.659634E+03 4.696640E+03 -2.043242E+03 -2.372604E+03 7.914726E+03 -1.143407E+02 1000012 4.462290E-01 2.356432E-06 1.703938E-04 7.423111E-03 7.610040E-27 3sigma 01 0303 -8.637168E+00 3.523250E+03 1.940710E+03 2.272559E+03 -4.148341E+03 1.083058E+01 1.688603E+07 1.394935E+07 6.449401E+06 2.092866E+07 2.621278E+07 4.178074E+06 7.774581E+06 1.326463E+06 2.748918E+07 -6.666667E-01 -3.333333E-01 3.333333E-01 0.000000E+00 -1.774954E+03 1.812333E+03 -1.000000E+00 0.000000E+00 0.000000E+00 1.954530E-10 0.000000E+00 0.000000E+00
6.687180E+03 1.737401E-02 1.178561E-01 2.799394E-01 4.812434E-01 -1.079028E-12 7.964707E-10 1.509720E+03 1.676869E+03 1.676170E+03 2.275646E-02 6.180234E-04 3.270787E+01 1.178990E+03 1.124843E+01 1.546926E-01 -4.723130E+02 1.666103E+04 1.665666E-03 9.932364E-01 -3.333173E-02 8.469949E-02 -7.206564E-02 4.960992E-04 1.179140E+03 1.524554E+03 1.639783E+03 4.547078E+03 -2.335890E+03 -2.352026E+03 8.983452E+03 -1.130115E+02 1000012 2.310231E-01 3.373352E-06 1.703604E-04 7.419550E-03 1.379979E-26 3sigma 01 0382 -9.371357E+00 3.231069E+03 1.917889E+03 2.195865E+03 -4.745893E+03 1.124843E+01 1.764058E+07 1.371944E+07 5.756022E+06 1.911058E+07 2.733142E+07 3.987753E+06 6.516278E+06 1.362997E+06 2.490871E+07 -6.666667E-01 -3.333333E-01 3.333333E-01 0.000000E+00 -1.836363E+03 1.858127E+03 1.000000E+00 -1.439277E-27 1.133641E-41 -3.331150E-10 -7.009591E-26 2.799898E-52
